VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2020/12/1 1:09,2020/12/1 1:42,4,20.5,2,N,132,249,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2020/12/1 1:18,2020/12/1 1:22,2,0.63,1,N,166,166,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020/12/1 1:59,2020/12/1 2:15,0,4.8,1,N,231,143,1,17,3,0.5,1,0,0.3,21.8,2.5
2,2020/12/1 1:37,2020/12/1 1:41,1,0.67,1,N,48,100,1,5,0.5,0.5,5,0,0.3,13.8,2.5
1,2020/12/1 1:08,2020/12/1 1:16,1,1.4,1,N,170,50,2,8,3,0.5,0,0,0.3,11.8,2.5
2,2020/12/1 1:03,2020/12/1 1:10,1,1.01,1,N,161,186,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2020/12/1 1:28,2020/12/1 1:28,1,0.01,1,N,230,230,4,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,2020/12/1 1:28,2020/12/1 1:28,1,0.01,1,N,230,163,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,2020/12/1 1:44,2020/12/1 1:55,1,2.63,1,N,239,41,4,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020/12/1 1:44,2020/12/1 1:55,1,2.63,1,N,239,41,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020/12/1 1:58,2020/12/1 2:21,1,17.76,2,N,41,132,1,52,0,0.5,1,6.12,0.3,59.92,0
2,2020/12/1 1:45,2020/12/1 1:51,1,1.91,1,N,262,74,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2020/12/1 1:48,2020/12/1 1:57,2,3.78,1,N,138,129,2,13,0.5,0.5,0,0,0.3,14.3,0
1,2020/12/1 1:07,2020/12/1 1:17,2,3.9,1,N,261,68,1,13,3,0.5,0,0,0.3,16.8,2.5
2,2020/12/7 15:23,2020/12/7 15:47,1,3.2,1,N,186,79,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2020/12/7 15:57,2020/12/7 16:03,1,0.9,1,N,107,137,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,2020/12/1 1:34,2020/12/1 2:13,1,22.28,1,N,42,39,1,61.5,0.5,0.5,2.75,6.12,0.3,71.67,0
2,2020/12/1 1:51,2020/12/1 2:15,1,20.6,2,N,132,140,1,52,0,0.5,2.58,6.12,0.3,64,2.5
1,2020/12/1 1:00,2020/12/1 1:31,1,21.2,1,N,132,195,1,56,0.5,0.5,6,0,0.3,63.3,0
2,2020/12/1 1:18,2020/12/1 1:30,1,5.46,1,N,75,50,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5
2,2020/12/1 1:14,2020/12/1 1:29,1,7.67,1,N,48,243,1,23.5,0.5,0.5,0,0,0.3,27.3,2.5
1,2020/12/1 1:55,2020/12/1 2:25,1,15.4,1,N,48,10,1,42.5,3,0.5,0,0,0.3,46.3,2.5
1,2020/12/1 1:13,2020/12/1 1:19,1,1.3,1,N,170,234,1,6.5,3,0.5,6.58,0,0.3,16.88,2.5
2,2020/12/1 1:27,2020/12/1 1:30,2,0.45,1,N,107,137,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020/12/1 1:34,2020/12/1 1:37,1,0.63,1,N,68,186,1,4.5,0.5,0.5,1.68,0,0.3,9.98,2.5
2,2020/12/1 1:14,2020/12/1 1:38,1,13.08,1,N,132,70,2,36.5,0.5,0.5,0,0,0.3,37.8,0
2,2020/12/1 1:10,2020/12/1 1:20,1,2.43,1,N,41,69,1,10.5,0.5,0.5,2.5,0,0.3,14.3,0
2,2020/12/1 1:04,2020/12/1 1:13,1,2.4,1,N,74,151,2,9.5,0.5,0.5,0,0,0.3,10.8,0
2,2020/12/1 1:34,2020/12/1 2:06,1,20.23,1,N,132,223,2,55.5,0.5,0.5,0,0,0.3,56.8,0
1,2020/12/1 1:19,2020/12/1 1:43,4,17.7,2,N,132,233,2,52,2.5,0.5,0,6.12,0.3,61.42,2.5
2,2020/12/1 1:26,2020/12/1 1:30,1,0.7,1,N,48,50,1,5,0.5,0.5,0.75,0,0.3,9.55,2.5
1,2020/12/1 2:51,2020/12/1 3:13,1,6,1,N,75,94,2,21,0.5,0.5,0,0,0.3,22.3,0
2,2020/12/1 2:08,2020/12/1 2:42,1,11.6,1,N,132,188,2,37,0.5,0.5,0,0,0.3,38.3,0
2,2020/12/1 2:07,2020/12/1 2:16,1,1.83,1,N,234,144,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 2:07,2020/12/1 2:11,1,0.7,1,N,48,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 2:18,2020/12/1 2:51,1,7.74,1,N,48,173,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5
2,2020/12/1 2:12,2020/12/1 2:32,4,8.42,1,N,263,255,2,25,0.5,0.5,0,0,0.3,28.8,2.5
2,2020/12/1 2:56,2020/12/1 3:09,1,6.26,1,N,132,180,1,19,0.5,0.5,4.06,0,0.3,24.36,0
2,2020/12/1 2:00,2020/12/1 2:17,1,12.37,1,N,132,70,1,34.5,0.5,0.5,17.9,0,0.3,53.7,0
1,2020/12/1 2:22,2020/12/1 2:24,2,0.4,1,N,263,236,1,3.5,3,0.5,1,0,0.3,8.3,2.5
2,2020/12/1 2:03,2020/12/1 2:14,1,3.09,1,N,166,244,2,11.5,0.5,0.5,0,0,0.3,12.8,0
2,2020/12/1 2:46,2020/12/1 2:55,1,2.63,1,N,186,143,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5
2,2020/12/1 2:55,2020/12/1 3:01,1,1.19,1,N,68,170,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
1,2020/12/1 2:05,2020/12/1 2:18,2,5.1,1,N,113,75,2,15.5,3,0.5,0,0,0.3,19.3,2.5
1,2020/12/1 2:19,2020/12/1 2:23,1,1.2,1,N,75,41,3,6,0.5,0.5,0,0,0.3,7.3,0
1,2020/12/1 2:34,2020/12/1 2:35,1,0.3,1,N,41,75,3,3.5,0.5,0.5,0,0,0.3,4.8,0
1,2020/12/1 2:42,2020/12/1 2:49,1,2.7,1,N,263,170,1,9.5,3,0.5,3.95,0,0.3,17.25,2.5
1,2020/12/1 2:16,2020/12/1 2:20,1,1,1,N,186,230,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020/12/1 2:00,2020/12/1 2:09,1,3.44,1,N,132,216,2,12,0.5,0.5,0,0,0.3,13.3,0
1,2020/12/1 2:00,2020/12/1 2:31,1,23.5,1,N,132,257,1,62,0.5,0.5,18.95,0,0.3,82.25,0
2,2020/12/1 2:33,2020/12/1 2:53,1,8.5,1,N,132,131,2,25.5,0.5,0.5,0,0,0.3,26.8,0
2,2020/12/1 1:50,2020/12/1 2:00,1,3.4,1,N,113,66,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2020/12/1 2:54,2020/12/1 2:58,1,1.02,1,N,41,74,1,5,0.5,0.5,1.26,0,0.3,7.56,0
2,2020/12/1 2:12,2020/12/1 2:20,3,3.21,1,N,186,261,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
1,2020/12/1 2:17,2020/12/1 2:21,1,1.1,1,N,229,141,2,5,3,0.5,0,0,0.3,8.8,2.5
2,2020/12/1 2:22,2020/12/1 2:23,1,0.12,5,N,69,69,3,6,0,0.5,0,0,0.3,6.8,0
2,2020/12/1 2:22,2020/12/1 2:23,1,0.12,5,N,69,69,2,6,0,0.5,0,0,0.3,6.8,0
2,2020/12/1 1:56,2020/12/1 2:25,1,5.32,1,N,48,152,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5
2,2020/12/1 2:18,2020/12/1 2:19,1,0,5,N,130,130,2,10,0,0.5,0,0,0.3,10.8,0
1,2020/12/1 2:34,2020/12/1 2:52,1,0,1,N,47,151,1,26.2,0,0.5,0,0,0.3,27,0
2,2020/12/1 2:51,2020/12/1 2:54,1,0.92,1,N,48,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 2:09,2020/12/1 2:19,1,6.31,1,N,143,244,1,18.5,0.5,0.5,3.38,0,0.3,25.68,2.5
1,2020/12/1 2:57,2020/12/1 2:59,1,0.9,1,N,75,263,2,4.5,3,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 2:03,2020/12/1 2:41,1,23.76,1,N,10,254,1,65,0.5,0.5,2.75,6.12,0.3,75.17,0
1,2020/12/1 2:00,2020/12/1 2:34,1,14.8,1,N,162,149,2,43,3,0.5,0,0,0.3,46.8,2.5
2,2020/12/1 2:54,2020/12/1 3:11,2,8.93,1,N,132,77,1,25.5,0.5,0.5,0,0,0.3,26.8,0
2,2020/12/1 2:04,2020/12/1 2:11,1,1.52,1,N,48,162,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 2:19,2020/12/1 2:21,1,0.78,1,N,233,141,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
1,2020/12/1 2:38,2020/12/1 3:02,1,8.6,1,N,234,37,1,27,3,0.5,9.2,0,0.3,40,2.5
2,2020/12/1 2:53,2020/12/1 3:02,1,3.49,1,N,230,238,1,12.5,0.5,0.5,1.63,0,0.3,17.93,2.5
2,2020/12/1 2:47,2020/12/1 2:51,1,1.08,1,N,48,163,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020/12/1 2:52,2020/12/1 3:09,1,5.2,1,N,186,256,1,18,3,0.5,4.35,0,0.3,26.15,2.5
1,2020/12/1 2:23,2020/12/1 2:32,1,2.4,1,N,162,262,1,9.5,3,0.5,0.5,0,0.3,13.8,2.5
2,2020/12/1 2:25,2020/12/1 2:28,5,0.7,1,N,141,141,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020/12/1 2:37,2020/12/1 2:54,5,9.03,1,N,141,25,2,26,0.5,0.5,0,0,0.3,29.8,2.5
2,2020/12/1 1:56,2020/12/1 2:18,4,13.03,1,N,164,67,2,36.5,0.5,0.5,0,0,0.3,40.3,2.5
2,2020/12/1 2:46,2020/12/1 2:52,1,1.8,1,N,164,113,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
1,2020/12/1 2:01,2020/12/1 2:28,1,7.2,1,N,249,198,4,24.5,3,0.5,0,0,0.3,28.3,2.5
1,2020/12/1 2:22,2020/12/1 2:32,1,3.5,1,N,140,168,2,11.5,3,0.5,0,0,0.3,15.3,2.5
1,2020/12/1 2:56,2020/12/1 2:59,1,0.3,1,N,140,141,2,3.5,3,0.5,0,0,0.3,7.3,2.5
1,2020/12/1 2:29,2020/12/1 2:42,1,2.7,1,N,61,181,2,11.5,0,0.5,0,0,0.3,12.3,0
2,2020/12/1 2:12,2020/12/1 2:28,1,9.39,1,N,132,39,1,27,0.5,0.5,5.66,0,0.3,33.96,0
2,2020/12/1 2:13,2020/12/1 2:15,3,0.85,1,N,246,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 2:38,2020/12/1 2:54,3,5.91,1,N,107,260,1,18.5,0.5,0.5,6.69,0,0.3,28.99,2.5
1,2020/12/1 2:23,2020/12/1 2:27,1,0.9,1,Y,100,48,2,5,3,0.5,0,0,0.3,8.8,2.5
1,2020/12/1 2:56,2020/12/1 3:24,1,9.5,1,N,164,94,2,28.5,3,0.5,0,0,0.3,32.3,2.5
2,2020/12/1 2:33,2020/12/1 2:41,6,1.63,1,N,238,263,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,2020/12/1 2:51,2020/12/1 3:03,1,4.6,1,N,68,75,2,14.5,3,0.5,0,0,0.3,18.3,2.5
2,2020/12/1 2:16,2020/12/1 2:44,1,4.03,1,N,230,263,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5
2,2020/12/1 2:06,2020/12/1 2:14,2,1.68,1,N,107,45,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 2:26,2020/12/1 2:32,1,1.69,1,N,161,43,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2020/12/1 2:55,2020/12/1 3:05,3,2.32,1,N,234,148,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020/12/1 2:52,2020/12/1 3:05,1,4.9,1,N,261,48,2,16,0.5,0.5,0,0,0.3,19.8,2.5
2,2020/12/1 2:06,2020/12/1 2:36,1,16.52,1,N,186,76,2,46,0.5,0.5,0,6.12,0.3,55.92,2.5
2,2020/12/1 2:22,2020/12/1 2:33,6,6.2,1,N,229,12,1,18,0.5,0.5,5.45,0,0.3,27.25,2.5
2,2020/12/1 2:47,2020/12/1 3:10,1,13.26,1,N,107,171,2,37.5,0.5,0.5,0,0,0.3,41.3,2.5
1,2020/12/1 2:51,2020/12/1 3:09,1,6,1,N,79,238,2,19,3,0.5,0,0,0.3,22.8,2.5
2,2020/12/1 2:08,2020/12/1 2:38,1,17.77,2,N,132,141,2,52,0,0.5,0,0,0.3,55.3,2.5
2,2020/12/1 2:15,2020/12/1 2:20,1,1.61,1,N,263,229,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2020/12/1 2:11,2020/12/1 2:15,1,0.81,1,N,68,90,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5
1,2020/12/1 2:38,2020/12/1 3:10,2,21.9,1,N,132,181,2,58.5,0.5,0.5,0,0,0.3,59.8,0
2,2020/12/1 2:07,2020/12/1 2:07,4,0,5,N,28,28,1,30,0,0,0,0,0.3,30.3,0
2,2020/12/1 2:13,2020/12/1 2:18,1,0.62,1,N,28,134,2,5,0.5,0.5,0,0,0.3,6.3,0
2,2020/12/1 2:08,2020/12/1 2:17,5,2.27,1,N,229,142,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
1,2020/12/1 2:01,2020/12/1 2:16,1,10.3,1,N,132,121,1,28.5,0.5,0.5,0,0,0.3,29.8,0
2,2020/12/1 2:14,2020/12/1 2:19,1,2.24,1,N,140,74,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,2020/12/1 2:53,2020/12/1 3:04,1,3.8,1,N,88,186,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2020/12/1 2:05,2020/12/1 2:14,1,3.14,1,N,163,193,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020/12/1 2:24,2020/12/1 2:28,1,0.86,1,N,140,229,2,5,0.5,0.5,0,0,0.3,8.8,2.5
1,2020/12/1 2:27,2020/12/1 2:44,1,7.2,1,N,161,244,2,22,3,0.5,0,0,0.3,25.8,2.5
1,2020/12/1 2:55,2020/12/1 2:58,2,0.8,1,N,166,24,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020/12/1 2:02,2020/12/1 2:28,1,9.3,1,N,162,62,1,30,3,0.5,5,0,0.3,38.8,2.5
1,2020/12/1 2:29,2020/12/1 2:34,1,1.1,1,N,48,143,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020/12/1 2:27,2020/12/1 2:27,1,0,5,N,100,100,1,20,0,0,1,0,0.3,23.8,2.5
2,2020/12/7 16:16,2020/12/7 16:22,1,0.9,1,N,237,237,1,5.5,0.5,0.5,0.93,0,0.3,10.23,2.5
2,2020/12/7 16:52,2020/12/7 17:06,1,1.8,1,N,162,246,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020/12/1 2:31,2020/12/1 3:14,2,20.64,1,N,39,42,1,56.5,0.5,0.5,2.75,6.12,0.3,66.67,0
2,2020/12/1 2:15,2020/12/1 2:25,1,2.82,1,N,230,238,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2020/12/1 2:28,2020/12/1 2:37,1,1.4,1,N,10,215,2,8.5,0.5,0.5,0,0,0.3,9.8,0
2,2020/12/1 2:07,2020/12/1 2:11,1,1.07,1,N,42,42,1,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2020/12/1 2:16,2020/12/1 2:19,1,1.04,1,N,68,50,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5
2,2020/12/1 2:49,2020/12/1 2:55,1,1.39,1,N,186,161,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 2:56,2020/12/1 3:03,1,2.32,1,N,161,236,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 2:09,2020/12/2 0:00,1,4.68,1,N,132,10,1,15,0.5,0.5,0,0,0.3,16.3,0
2,2020/12/1 3:28,2020/12/1 3:44,1,8.71,1,N,132,39,1,25,0.5,0.5,2,0,0.3,28.3,0
1,2020/12/1 3:58,2020/12/1 4:14,3,5.1,1,N,75,68,2,16.5,3,0.5,0,0,0.3,20.3,2.5
2,2020/12/1 3:58,2020/12/1 4:01,1,0.6,1,N,186,90,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5
2,2020/12/1 3:06,2020/12/1 3:23,1,6.96,1,N,132,130,2,22,0.5,0.5,0,0,0.3,23.3,0
2,2020/12/1 3:33,2020/12/1 3:47,1,3.24,1,N,141,24,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,2020/12/1 3:39,2020/12/1 3:57,1,4.44,1,N,152,247,2,16.5,0.5,0.5,0,0,0.3,17.8,0
2,2020/12/1 3:14,2020/12/1 3:22,1,1.64,1,N,68,137,2,8,0.5,0.5,0,0,0.3,11.8,2.5
1,2020/12/1 3:47,2020/12/1 4:00,1,3.5,1,N,186,262,2,13,3,0.5,0,0,0.3,16.8,2.5
2,2020/12/1 3:57,2020/12/1 3:58,2,0.19,1,N,263,263,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5
2,2020/12/1 3:22,2020/12/1 3:43,1,5.9,1,N,170,83,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5
2,2020/12/1 3:10,2020/12/1 3:13,1,0.4,1,N,49,49,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,2020/12/1 3:29,2020/12/1 3:53,1,10.22,1,N,132,72,2,31.5,0.5,0.5,0,0,0.3,32.8,0
2,2020/12/1 3:05,2020/12/1 3:10,4,2.21,1,N,229,79,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020/12/1 2:57,2020/12/1 3:15,1,4.53,1,N,151,68,2,17,0.5,0.5,0,0,0.3,20.8,2.5
2,2020/12/1 3:16,2020/12/1 3:21,1,1.56,1,N,116,244,2,6.5,0.5,0.5,0,0,0.3,7.8,0
2,2020/12/1 3:24,2020/12/1 3:38,1,3.2,1,N,244,41,2,13,0.5,0.5,0,0,0.3,14.3,0
2,2020/12/1 3:08,2020/12/1 3:48,1,7.7,1,N,249,239,1,32,0.5,0.5,3,0,0.3,38.8,2.5
1,2020/12/1 3:02,2020/12/1 3:32,1,11.4,1,N,132,188,2,35.5,0.5,0.5,0,0,0.3,36.8,0
1,2020/12/1 3:45,2020/12/1 3:53,1,2.2,1,N,166,244,1,8.5,0.5,0.5,0,0,0.3,9.8,0
1,2020/12/1 3:12,2020/12/1 3:12,1,14.8,2,N,89,89,3,52,0,0.5,0,0,0.3,52.8,0
1,2020/12/1 3:16,2020/12/1 3:16,1,14.8,3,N,89,89,3,20,0.5,0,0,0,0.3,20.8,0
1,2020/12/1 3:37,2020/12/1 3:50,1,5.1,1,N,263,232,1,16,3,0.5,3.95,0,0.3,23.75,2.5
1,2020/12/1 3:58,2020/12/1 3:59,4,5.1,1,N,148,148,3,2.5,3,0.5,0,0,0.3,6.3,2.5
2,2020/12/1 3:23,2020/12/1 3:42,1,9.55,1,N,132,130,1,28,0.5,0.5,5.86,0,0.3,35.16,0
2,2020/12/1 3:25,2020/12/1 3:37,1,5.69,1,N,132,197,2,17.5,0.5,0.5,0,0,0.3,18.8,0
1,2020/12/1 3:51,2020/12/1 3:58,1,1.5,1,N,137,107,2,7,3,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 3:59,2020/12/1 4:03,1,1.36,1,N,90,230,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020/12/1 3:15,2020/12/1 3:22,2,1.28,1,N,186,233,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 3:15,2020/12/1 3:21,1,1.02,1,N,186,246,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
1,2020/12/1 3:50,2020/12/1 4:04,2,3,1,N,238,116,1,13,3,0.5,0,0,0.3,16.8,2.5
2,2020/12/1 3:34,2020/12/1 4:01,2,11.46,1,N,68,167,2,33.5,0.5,0.5,0,0,0.3,37.3,2.5
2,2020/12/1 3:37,2020/12/1 3:50,1,7.61,1,N,132,76,2,21.5,0.5,0.5,0,0,0.3,22.8,0
2,2020/12/1 3:52,2020/12/1 3:58,1,1.5,1,N,170,68,1,7,0.5,0.5,1,0,0.3,11.8,2.5
1,2020/12/1 3:01,2020/12/1 3:20,1,7.9,1,N,186,244,1,25,3,0.5,1,0,0.3,29.8,2.5
1,2020/12/1 3:28,2020/12/1 3:36,1,2.5,1,N,166,143,2,9.5,3,0.5,0,0,0.3,13.3,2.5
2,2020/12/1 3:23,2020/12/1 3:36,1,4.46,1,N,186,226,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
2,2020/12/1 3:39,2020/12/1 3:53,1,9.73,1,N,132,39,2,27,0.5,0.5,0,0,0.3,28.3,0
1,2020/12/1 3:36,2020/12/1 4:05,4,16.2,1,N,132,89,2,44,0.5,0.5,0,0,0.3,45.3,0
2,2020/12/1 3:35,2020/12/1 3:49,1,6.39,1,N,132,130,2,20.5,0.5,0.5,0,0,0.3,21.8,0
1,2020/12/1 3:05,2020/12/1 3:12,1,3.1,1,N,68,239,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
2,2020/12/1 3:06,2020/12/1 3:09,1,1.39,1,N,90,230,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020/12/1 3:40,2020/12/1 3:51,1,4.05,1,N,132,10,2,13.5,0.5,0.5,0,0,0.3,14.8,0
2,2020/12/7 17:42,2020/12/7 18:08,1,7.11,1,N,68,244,1,24,0.5,0.5,2,0,0.3,29.8,2.5
2,2020/12/1 12:32,2020/12/1 12:45,1,1.46,1,N,142,142,1,9.5,0.5,0.5,5,0,0.3,18.3,2.5
2,2020/12/1 3:28,2020/12/1 3:54,1,15.76,4,N,132,117,1,43.5,0.5,0.5,8.96,0,0.3,53.76,0
1,2020/12/1 3:25,2020/12/1 3:40,1,6.8,1,N,132,197,2,20.5,0.5,0.5,0,0,0.3,21.8,0
2,2020/12/1 3:02,2020/12/1 3:18,1,4.39,1,N,48,232,2,16,0.5,0.5,0,0,0.3,19.8,2.5
1,2020/12/1 4:41,2020/12/1 4:43,1,0.1,1,N,48,50,2,2.5,3,0.5,0,0,0.3,6.3,2.5
2,2020/12/1 4:21,2020/12/1 4:27,1,1.37,1,N,186,161,1,6.5,0.5,0.5,5,0,0.3,15.3,2.5
1,2020/12/1 4:54,2020/12/1 5:08,1,4.2,1,N,151,162,1,14.5,3,0.5,5.45,0,0.3,23.75,2.5
1,2020/12/1 4:14,2020/12/1 4:35,1,6,1,N,186,42,2,21,3,0.5,0,0,0.3,24.8,2.5
1,2020/12/1 4:52,2020/12/1 4:53,1,0,1,N,79,79,2,2.5,3,0.5,0,0,0.3,6.3,2.5
1,2020/12/1 4:56,2020/12/1 5:16,1,13.8,1,N,132,129,2,38,0.5,0.5,0,0,0.3,39.3,0
2,2020/12/1 4:06,2020/12/1 4:29,1,12.53,1,N,186,173,2,35.5,0.5,0.5,0,0,0.3,39.3,2.5
1,2020/12/1 4:49,2020/12/1 4:52,0,0.9,1,N,186,249,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5
1,2020/12/1 4:53,2020/12/1 4:58,1,2.3,1,N,141,145,2,8,3,0.5,0,0,0.3,11.8,2.5
1,2020/12/1 4:53,2020/12/1 4:56,1,0.6,1,N,107,79,2,4.5,3,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 4:21,2020/12/1 4:39,2,5.67,1,N,79,238,1,19,0.5,0.5,2,0,0.3,24.8,2.5
2,2020/12/1 4:49,2020/12/1 4:54,6,0.98,1,N,186,161,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
1,2020/12/1 4:55,2020/12/1 5:03,1,1.9,1,N,236,239,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
2,2020/12/1 4:25,2020/12/1 4:50,1,12.71,1,N,161,67,1,37,0.5,0.5,5,0,0.3,45.8,2.5
1,2020/12/1 4:13,2020/12/1 4:29,1,2.8,1,N,164,148,2,13,3,0.5,0,0,0.3,16.8,2.5
2,2020/12/1 4:53,2020/12/1 4:56,1,0.74,1,N,100,230,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2020/12/1 4:29,2020/12/1 4:59,1,16.72,1,N,38,137,1,46.5,0.5,0.5,2.75,6.12,0.3,56.67,0
1,2020/12/1 4:17,2020/12/1 4:30,1,4.2,1,N,140,166,1,14,3,0.5,4.45,0,0.3,22.25,2.5
1,2020/12/1 4:48,2020/12/1 4:54,1,1.6,1,N,186,142,1,7.5,3,0.5,3.35,0,0.3,14.65,2.5
2,2020/12/1 4:50,2020/12/1 4:55,1,1.86,1,N,48,238,1,7.5,0.5,0.5,2.83,0,0.3,14.13,2.5
1,2020/12/1 4:33,2020/12/1 4:38,1,1.3,1,N,233,141,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
1,2020/12/1 4:57,2020/12/1 5:04,1,1.9,1,N,262,229,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
2,2020/12/1 4:28,2020/12/1 4:32,1,0.86,1,N,229,237,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5
2,2020/12/1 4:33,2020/12/1 4:43,1,5.85,1,N,132,180,2,17.5,0.5,0.5,0,0,0.3,18.8,0
2,2020/12/1 4:49,2020/12/1 4:59,1,4.69,1,N,146,138,2,15,0.5,0.5,0,0,0.3,16.3,0
1,2020/12/1 4:41,2020/12/1 4:52,2,2,1,N,143,140,1,10,3,0.5,2.75,0,0.3,16.55,2.5
2,2020/12/1 4:40,2020/12/1 4:44,1,1.24,1,N,107,186,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5
2,2020/12/1 4:47,2020/12/1 5:04,1,6.34,1,N,164,112,2,20,0.5,0.5,0,0,0.3,23.8,2.5
1,2020/12/1 4:22,2020/12/1 4:44,1,11.8,1,N,231,147,2,34,3,0.5,0,0,0.3,37.8,2.5
2,2020/12/1 4:11,2020/12/1 4:18,6,1.54,1,N,186,79,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2020/12/1 4:51,2020/12/1 4:54,6,1.21,1,N,186,107,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2020/12/1 4:20,2020/12/1 4:29,1,3.18,1,N,186,261,1,10.5,0.5,0.5,4.29,0,0.3,18.59,2.5
2,2020/12/1 4:40,2020/12/1 4:45,1,0.93,1,N,186,107,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020/12/1 4:34,2020/12/1 4:36,1,0.4,1,N,238,151,2,3.5,0.5,0.5,0,0,0.3,4.8,0
1,2020/12/1 4:52,2020/12/1 4:56,2,1.7,1,N,186,125,1,6.5,3,0.5,1.11,0,0.3,11.41,2.5
1,2020/12/1 4:03,2020/12/1 4:13,1,2.1,1,N,79,88,2,9.5,3,0.5,0,0,0.3,13.3,2.5
2,2020/12/1 4:29,2020/12/1 4:31,1,0.63,1,N,141,141,2,4,0.5,0.5,0,0,0.3,7.8,2.5
