VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020/12/1 5:53,2020/12/1 6:05,1,3.16,1,N,238,170,1,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2020/12/1 5:43,2020/12/1 5:56,1,4.49,1,N,97,112,2,15,0.5,0.5,0,0,0.3,16.3,0
1,2020/12/1 5:52,2020/12/1 5:58,1,1,1,N,140,237,2,6.5,3,0.5,0,0,0.3,10.3,2.5
2,2020/12/1 5:00,2020/12/1 5:09,1,1.36,1,N,75,75,2,8,0.5,0.5,0,0,0.3,9.3,0
2,2020/12/1 5:30,2020/12/1 5:43,1,4.2,1,N,263,100,1,14.5,0.5,0.5,2,0,0.3,20.3,2.5
2,2020/12/1 5:22,2020/12/1 5:34,1,2.08,1,N,48,137,1,10.5,0.5,0.5,2,0,0.3,16.3,2.5
2,2020/12/1 5:45,2020/12/1 5:56,1,2.5,1,N,48,141,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
1,2020/12/1 5:40,2020/12/1 5:47,1,2.6,1,N,224,163,1,9,3,0.5,1.5,0,0.3,14.3,2.5
2,2020/12/1 5:07,2020/12/1 5:11,2,0.84,1,N,170,230,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020/12/1 5:22,2020/12/1 5:27,2,0.79,1,N,42,116,2,5,0.5,0.5,0,0,0.3,6.3,0
2,2020/12/1 5:42,2020/12/1 5:52,2,3.46,1,N,239,246,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2020/12/1 5:33,2020/12/1 5:58,1,10.41,1,N,230,138,1,30.5,0.5,0.5,5,0,0.3,39.3,2.5
2,2020/12/1 5:13,2020/12/1 5:20,1,2.38,1,N,75,140,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
1,2020/12/1 5:11,2020/12/1 5:22,1,3.5,1,N,48,166,2,12,3,0.5,0,0,0.3,15.8,2.5
2,2020/12/1 5:46,2020/12/1 5:56,1,1.93,1,N,236,161,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2020/12/1 5:34,2020/12/1 5:41,1,2.52,1,N,132,132,2,8.5,0.5,0.5,0,0,0.3,9.8,0
2,2020/12/1 5:06,2020/12/1 5:20,1,2.75,1,N,238,140,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2020/12/1 5:51,2020/12/1 5:56,1,0.77,1,N,48,161,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020/12/1 5:49,2020/12/1 6:24,1,20.9,2,N,132,243,2,52,0,0.5,0,6.12,0.3,58.92,0
2,2020/12/1 5:29,2020/12/1 5:39,1,2.4,1,N,158,161,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020/12/1 5:38,2020/12/1 5:44,1,2.66,1,N,238,48,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
1,2020/12/1 5:58,2020/12/1 6:11,1,3.7,1,N,166,48,2,13,2.5,0.5,0,0,0.3,16.3,2.5
1,2020/12/1 5:51,2020/12/1 5:54,1,0.9,1,N,42,166,2,5,0.5,0.5,0,0,0.3,6.3,0
2,2020/12/1 5:54,2020/12/1 6:07,2,3.25,1,N,162,144,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2020/12/1 5:45,2020/12/1 5:51,1,1.13,1,N,100,161,1,6.5,0.5,0.5,0.7,0,0.3,11,2.5
2,2020/12/1 5:36,2020/12/1 5:47,1,4.04,1,N,107,236,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2020/12/1 5:53,2020/12/1 5:59,1,2.44,1,N,261,186,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020/12/1 5:44,2020/12/1 5:52,3,2.95,1,N,48,236,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020/12/1 4:51,2020/12/1 4:55,2,0.89,1,N,100,163,1,5.5,0.5,0.5,1.25,0,0.3,10.55,2.5
1,2020/12/1 5:35,2020/12/1 5:45,1,1.8,1,N,48,137,2,9,3,0.5,0,0,0.3,12.8,2.5
2,2020/12/1 5:36,2020/12/1 5:41,1,1.36,1,N,48,161,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5
2,2020/12/1 5:24,2020/12/1 5:27,1,0.7,1,N,100,230,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020/12/1 5:39,2020/12/1 5:52,1,2.12,1,N,48,137,1,10.5,0.5,0.5,0,0,0.3,14.3,2.5
1,2020/12/1 5:30,2020/12/1 5:35,1,2.6,1,N,107,140,1,9,3,0.5,2,0,0.3,14.8,2.5
1,2020/12/1 5:49,2020/12/1 5:51,1,0.6,1,N,262,262,1,4,3,0.5,0.6,0,0.3,8.4,2.5
2,2020/12/1 5:58,2020/12/1 6:02,1,1.59,1,N,148,137,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020/12/1 5:58,2020/12/1 6:09,1,3.36,1,N,142,74,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2020/12/1 5:47,2020/12/1 5:53,1,1.7,1,N,137,249,2,7,2.5,0.5,0,0,0.3,10.3,2.5
2,2020/12/1 5:52,2020/12/1 5:55,1,0.89,1,N,100,161,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
1,2020/12/1 5:51,2020/12/1 5:55,1,1.2,1,N,249,100,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5
2,2020/12/1 5:46,2020/12/1 6:07,3,5.19,1,N,100,42,2,19.5,0.5,0.5,0,0,0.3,23.3,2.5
2,2020/12/1 5:53,2020/12/1 6:03,1,3.38,1,N,100,263,1,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,2020/12/1 5:43,2020/12/1 5:49,1,1.57,1,N,90,211,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2020/12/1 4:40,2020/12/1 4:51,1,3.53,1,N,148,161,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,2020/12/1 5:21,2020/12/1 5:35,1,6.52,1,N,231,140,1,20.5,0.5,0.5,2,0,0.3,26.3,2.5
2,2020/12/1 5:50,2020/12/1 6:22,6,17.78,2,N,132,237,2,52,0,0.5,0,6.12,0.3,61.42,2.5
2,2020/12/1 5:39,2020/12/1 5:41,1,0.49,1,N,100,170,4,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020/12/1 5:39,2020/12/1 5:41,1,0.49,1,N,100,170,2,4,0.5,0.5,0,0,0.3,7.8,2.5
1,2020/12/1 5:38,2020/12/1 6:04,1,15.4,1,N,132,165,2,42.5,0.5,0.5,0,0,0.3,43.8,0
2,2020/12/1 5:20,2020/12/1 5:27,1,2.48,1,N,263,161,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,2020/12/1 5:55,2020/12/1 6:17,1,9.62,1,N,132,198,1,28,0.5,0.5,5.86,0,0.3,35.16,0
2,2020/12/1 5:40,2020/12/1 5:48,1,1,1,N,100,233,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,2020/12/1 14:52,2020/12/1 14:57,1,0.81,1,N,234,186,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,2020/12/1 15:07,2020/12/1 15:13,1,0.48,1,N,164,170,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020/12/1 5:41,2020/12/1 5:43,1,0.4,1,N,141,237,1,4,2.5,0.5,1.45,0,0.3,8.75,2.5
1,2020/12/1 5:45,2020/12/1 5:49,1,0.9,1,N,230,230,2,5,3,0.5,0,0,0.3,8.8,2.5
2,2020/12/1 5:39,2020/12/1 5:47,1,1.89,1,N,48,90,1,8,0.5,0.5,0.2,0,0.3,12,2.5
1,2020/12/1 5:49,2020/12/1 6:14,2,15.3,1,N,132,175,1,41.5,0,0.5,0,0,0.3,42.3,0
2,2020/12/1 5:58,2020/12/1 6:03,1,1.12,1,N,238,239,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020/12/1 5:44,2020/12/1 5:48,1,0.75,1,N,100,68,1,4.5,0.5,0.5,2.08,0,0.3,10.38,2.5
2,2020/12/1 5:43,2020/12/1 5:57,1,4.03,1,N,239,107,1,14,0.5,0.5,2.85,0,0.3,20.65,2.5
2,2020/12/1 5:46,2020/12/1 6:18,4,23.86,1,N,132,115,1,62.5,0.5,0.5,80,12.24,0.3,156.04,0
2,2020/12/1 5:29,2020/12/1 5:58,1,17.66,1,N,132,49,2,47.5,0.5,0.5,0,0,0.3,48.8,0
2,2020/12/1 5:02,2020/12/1 5:09,1,0,2,N,244,244,2,52,0,0.5,0,0,0.3,52.8,0
2,2020/12/1 5:11,2020/12/1 5:29,2,15.55,2,N,250,132,1,52,0,0.5,5,6.12,0.3,63.92,0
2,2020/12/1 5:58,2020/12/1 6:21,1,8.91,1,N,226,261,1,27.5,0.5,0.5,3,0,0.3,34.3,2.5
2,2020/12/1 5:19,2020/12/1 5:29,1,2.52,1,N,48,140,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2020/12/1 5:46,2020/12/1 5:59,1,3.76,1,N,163,231,1,12.5,0.5,0.5,2.44,0,0.3,18.74,2.5
1,2020/12/1 5:03,2020/12/1 5:05,1,0.8,1,N,141,233,1,4.5,3,0.5,0,0,0.3,8.3,2.5
1,2020/12/1 5:40,2020/12/1 5:50,1,2.5,1,N,48,141,1,9.5,3,0.5,4.7,0,0.3,18,2.5
2,2020/12/1 5:27,2020/12/1 5:49,1,11.7,1,N,107,14,1,33.5,0.5,0.5,6,0,0.3,43.3,2.5
2,2020/12/1 5:29,2020/12/1 5:33,1,1.13,1,N,100,161,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
