brewery_name,type,state,state_breweries,state_Brewpub,state_Microbrewery,state_RegionalBrewery,state_ContractBrewery,state_MultitapBar,state_BOP-BrewOnPremise
Buckingham Mountain Brewing Co.,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Bubes Brewery,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Brick House Brewpub & Eatery,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
"Brewerie at Union Station, The",Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Brew Moon Restaurant & Microbrewery,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Braumeister Ltd.,ContractBrewery,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Bistro Bix,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Bethlehem Brew Works,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Bavarian Barbarian Brewing Co.,Microbrewery,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Barley Creek Brewing Co.,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Arrowhead Brewing Company,Microbrewery,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Appalachian Brewing Co. - Gettysburg,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Appalachian Brewing Co. - Camp Hill,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Appalachian Brewing Co.,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
American U-Brew & Gravity Brewing Co.,BOP-BrewOnPremise,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Allentown Brew Works,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Abbey Wright Brewing / Valley Inn,Brewpub,Pennsylvania,107,65,26.0,3.0,12.0,0.0,1.0
Union Station Brewery,Brewpub,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Trinity Brewhouse,Brewpub,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
The Hopyard,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Ocean State Brewing,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Narragansett Brewing Co.,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Mohegan Cafe & Brewery,Brewpub,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Hope Brewing Company,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Emerald Isle Brewery,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Emerald Isle Brew Works,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Dexter Brewing Co.,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Coddington Brewing Co.,Brewpub,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Coastal Extreme Brewing Co.,Microbrewery,Rhode-island,12,4,8.0,0.0,0.0,0.0,0.0
Vista Brewing Company,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Tommy Condon's,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Tigritos,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Thomas Creek Brewery,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
T-Bonz Gill & Grill #3,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
T-Bonz Gill & Grill,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Southend Brewery & Smokehouse (SC),Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Smaragda's Table/Greek Taverna,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
RJ Rockers Brewing Co.,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Reedy River Brewing Company,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Publick House,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Palmetto Brewing Co.,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
New South Brewing Co.,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Market Street Mill,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Mad Boar Brewhouse,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Little River Brewing Co.,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Liberty Steakhouse & Brewery,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Keg O'Nails,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Hunter Gatherer,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Hops Grillhouse & Brewery - Spartanburg,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Hilton Head Brewing Company,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Henni's Bierstube,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Columbia Brewing Co.,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Coast Brewing Co.,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Chicago Brew Pub,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Charleston Brewing Company,ContractBrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Brewer's Brewing Co.,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Blue Ridge Brewing Co.,Microbrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Big River Grille & Brewing Works (SC),Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Beverage Mobius Ltd.,ContractBrewery,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Barley's Brewpub,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Aiken Brewing Co.,Brewpub,South-carolina,32,21,9.0,0.0,2.0,0.0,0.0
Sioux Falls Brewing Company,Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Sanfords Grub & Pub,Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Rough Draft Brewing Company,Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Laughing Waters Brewing Co / Mad Rock Pub,Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Granite City Food & Brewery (#2),Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
"Dempseys Brewery, Pub & Restaurant",Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Crow Peak Brewing Co.,Microbrewery,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Chances Are Brewpub,Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Black Hills Brewing Company,Microbrewery,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Ben's Brewing Co,Brewpub,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Badlands Brewing Co ,Microbrewery,South-dakota,11,8,3.0,0.0,0.0,0.0,0.0
Volunteer Beer Inc.,ContractBrewery,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Terminal Brewhouse,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Southern Brewing Co.,Microbrewery,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Smoky Mountain Brewing Co #2,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Smoky Mountain Brewing Co #1,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
New Knoxville Brewing Company,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Mill Brewery Bakery & Eatery,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Market Street Brewing & Public House,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Jack Daniels Brewery,Microbrewery,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Jack Daniel Brewery,Microbrewery,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Great Southern Brewing Company,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Gordon Biersch Brewery Restaurants (Corp),Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Eastern Rivers Brewing Company,ContractBrewery,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Downtown Grill & Brewery,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Depot Street Brewing Co.,Microbrewery,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Chameleon,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Calhoun's Microbrewery,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Boscos Squared,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
"Boscos Pizza, Kitchen & Brewery",Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Bosco's Nashville Brewing Co.,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Boscos Brewing Co. (Corp),Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Bohannon Brewing Co.,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Blackstone Restaurant & Brewery,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Blackhorse Pub & Brewery #2,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Blackhorse Brewery #3,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Big River Grille & Brewing Works,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Big River Grill & Brewing Works (#2),Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Big River Grill & Brewing Works - Charlotte ,Brewpub,Tennessee,28,22,4.0,0.0,2.0,0.0,0.0
Waterloo Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Village Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Uncle Billy's Brew & Que,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Two Rows Restaurant & Brewery - Addison,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Two Rows Restaurant & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Two Rows Brewing Company,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Triple J Chophouse & Brew Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
The Brewpub,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Texas Brewing Co.,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Strand Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Stonehouse Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Stern's Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Stampede Brewing Co. Ltd,ContractBrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Sports Breweries,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
"Spoetzl Brewery, Inc.",Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Spoetzl Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
SME Brewing,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Salado Creek Brewing Co.,ContractBrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Saint Arnold Brewing Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Saint Arnold Brewing Co.,RegionalBrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Saint Andrew's Brewing Co.,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Routh Street Brewery & Grille,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Rock Bottom Brewery (Houston),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Rock Bottom Brewery (Dallas),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Real Ale Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Rahr & Sons Brewing Co.,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Petes Brewing Co.,ContractBrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Pearl Brewing Co.,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Panther City Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Padre Island Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Old West Brewery #3,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Old City Brewing Company,ContractBrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
North By Northwest Restaurant & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Moon Under Water,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Miller Brewing Co - Fort Worth,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Main Street Brewing Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Lovejoys Tap Room & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
"Lone Pint Brewery, LLC",ContractBrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Live Oak Brewing Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Laboratory Brewing Company,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Kruel River Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Katie Bloom's Irish Pub,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Joey's Inc.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Jaxon's Restaurant & Brewery (#2),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Jaxon's Restaurant & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Independence Brewing,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Humperdinks - Dallas (NW Hwy),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Humperdinks - Dallas (Greenville),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Hubcap Brewery & Kitchen (Dallas),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Hub City Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Houston Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Hoffbrau Steaks Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Hofbrau Steaks & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Hill Country Brewing & Bottling Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Hermans Hofbrau,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Healthy Brew,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Harp & Star Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Golden Grail Meadery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Galveston Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Frio Brewing Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Freetail Brewing Co.,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Fredericksburg Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Faust Hotel Restaurant & Brew Pub,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
"Eola School Restaurant, Brewery & Lodge",Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Edelweiss Brewery & Restaurant in Holland Hote,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Draught House Pub & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Dodging Duck Brewhaus,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Dallas County Brewing,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
"Covey Restaurant & Brewery, The",Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Corpus Christi Grille & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
CopperTank Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Copper Tank Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Cerveza Cosaco,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Celis Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Cafe & Brewpub on the Square,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Burton Creek Pub & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Breckenridge Brewery (Dallas),Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Brazos Brewing Company,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Bradley's Restaurant & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Bosque Brewing Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Boardwalk Bistro,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Blue Star Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Black Star Co-op,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Bitter End Bistro & Brewery,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Big Horn Brewing Co. of Texas,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Big Buck Brewery & Steakhouse - Texas,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Bay Brewery,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Bank Draft Brewing Co.,Brewpub,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Armadillo Brewing Company,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Anheuser-Busch Inc. - Houston,Microbrewery,Texas,90,54,30.0,1.0,5.0,0.0,0.0
Wasatch Brewpub,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Wasatch Brewing Company #3,Microbrewery,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Utah Brewers Cooperative/Wasatch Brewpub,RegionalBrewery,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Utah Brewers Cooperative/Wasatch Brewpub,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Uinta Brewing Company,RegionalBrewery,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Tracks Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Squatters Airport Pub/Salt Lake Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Schirf Brewing Company,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Salt Lake Brewing Company,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Ruby River Steak House & Brewery,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Roosters Brewing Co (#2),Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Roosters 25th St. Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Red Rock Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Pinnacle Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Naisbitt's Restaurant & Brewery,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Moab Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Hopper's Grill & Brewing Co.,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Eddie McStiff's Brewpub,ContractBrewery,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Ebenezer's Restaurant & Brewery,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Desert Edge Brewery at the Pub,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Bohemian Brewery & Grill,Brewpub,Utah,21,17,1.0,2.0,1.0,0.0,0.0
Vermont Pub & Brewery,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Tunbridge Quality Ales/Jigger Hill Brewing,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Trout River Brewing Co.,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Three Needs Brewery & Taproom,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Switchback Brewing Co.,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Shed Restaurant & Brewery,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Rock Art Brewery,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Rail City Brewery,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Otter Creek Brewing Company,RegionalBrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Norwich Inn,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
"Mountain Brewers, Inc.",Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
McNeill's Brewery,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Maple Leaf Malt & Brewing Co.,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Magic Hat Brewing Company,RegionalBrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
"Madison Brewing Co, Pub & Restaurant",Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Long Trail Brewing Co.,RegionalBrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Lawson's Finest Liquids,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Latchis Grille & Windham Brewery,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Hornpout Brewing Co.,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Harpoon Brewery - Vermont,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Golden Dome Brewing Co.,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Catamount Brewing Co.,Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Brew House,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Bobcat Brewery & Caf\E9,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Black River Brewing Co.,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
"Bennington Brewers, Ltd.",Microbrewery,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
American Flatbread/Zero Gravity Brewing,Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
"Alchemist Pub & Brewery, The",Brewpub,Vermont,28,13,12.0,3.0,0.0,0.0,0.0
Virginia Beverage Co.,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Vintage 50 Restaurant & Brew Lounge,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Sweetwater Tavern & Brewery - Merrifield,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Sweetwater Tavern & Brewery,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Sweetwater Tavern,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Steamship Brewing Co.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Starr Hill Brewing Co.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
South Street Brewery,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Shooting Creek Farm Brewery,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Shenandoah Brewing Co.,BOP-BrewOnPremise,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Saint George Brewing Co.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Rock Creek Brewing Company,ContractBrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Rock Bottom Brewery - Arlington,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Roanoke Railhouse Brewery,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Richbrau Brewery,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Queen's Arms Pub,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Queen City Brewing Ltd.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Potomac River Brewing Company,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Piccadilly Brewpub & Restaurant,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Old Virginia Brewery & Smokehouse,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Northern Neck Brewing Co.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Monticello Brewing Co.,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Legend Brewing Co.,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
James River Brewing Co.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Hops Grillhouse & Brewery - Chesterfield,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Hops Grillhouse & Brewery - Alexandria,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Griffin Tavern,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Gordon Biersch Brewery Restaurant - Virginia Beach,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Gordon Biersch Brewery Restaurant - McLean,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Extra Billys Steak & BBQ,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Coors Brewing Co - Shenandoah Facility,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Cobblestone Brewery & Pub,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Capitol City Brewing Company (VA),Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Calhouns Restaurant & Brewing Co.,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Blue-N-Gold Brewing Co.,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Blue Ridge Brewing Company,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Blue & Gray Brewing Company,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Blacksburg Brewery & Chophouse,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
BBQ Iguana,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Bardo Rodeo,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Anheuser-Busch Inc. - Williamsburg,Microbrewery,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
