brewery_name,type,state,state_breweries,state_Brewpub,state_Microbrewery,state_RegionalBrewery,state_ContractBrewery,state_MultitapBar,state_BOP-BrewOnPremise
Cheshire Cat Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Cherry Creek Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Champion Brewing Company,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Carver's Bakery Cafe Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
C.B. and Potts/Big Horn Brewery-Westminister,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
C.B. and Potts/Big Horn Brewery-Highlands Ranch,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
C.B. and Potts/Big Horn Brewery-Fort Collins,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
C.B. and Potts/Big Horn Brewery- Englewood,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
C.B. and Potts/Big Horn Brewery- Broomfield,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Bull and Bush Pub and Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Brouwer Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Broadway Brewing Company,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Bristol Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Breckenridge Brewery & Pub (Denver #2),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Breckenridge Brewery & Pub (Denver #1),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Breckenridge Brewery & Pub (Breckenridge),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Boulder Beer Co.,RegionalBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Boneyard Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Blue Moon Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
BJ's Restaurant & Brewery-Boulder,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Big Nose Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Big Horn Brewery ,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Big Horn Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Beartooth Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Baked & Brewed in Telluride,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Backcountry Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Back Alley Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
B.F. Coleman Brewing,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Avery Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Atlantis Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Asher Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Arctic Craft Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Anheuser-Busch Inc.- Fort Collins,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
"Amicas Pizza, Microbrews & More",Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Alcatraz Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Adolph Coors Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Twin Lakes Brewing Co,Microbrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Stewart's Brewing Co.,Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Rockford Brewing Co.,Microbrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Old Dominion Brewing Co.,RegionalBrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Iron Hill Brewery (Corp),Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Iron Hill Brewery,Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Iron Hill Brewery,Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Fordham Brewing Co.,Microbrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Dogfish Head Craft Brewery,RegionalBrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Dogfish Head Brewing & Eats,Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
C & D Brewing Company,Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Brandywine Brewing Co.,Brewpub,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
"Blue Hen Beer Company, Ltd.",ContractBrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
16 Mile Brewing Co,Microbrewery,Delaware,14,7,4.0,2.0,1.0,0.0,0.0
Park Pizza & Brewing Co.,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Uncle Ernies Bayfront Grill & Brew House,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Treasure Coast Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Tortuga's/Loggerhead Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Titanic Brewing Co,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Titan Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
The Corner Cafe & Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Thai Orchid Restaurant & Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Thai Orchid Restaurant,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Tampa Bay Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Swamphead Brewery,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Spanish Springs Brewing Company,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
South Pointe Seafood House & Brewing Co.,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Seven Bridges Grille and Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Sarasota Brewing Co.,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Santa Rosa Bay Brewing Co.,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Santa Rosa Bay Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
River City Brewing (Florida),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Ragtime Tavern & Grill,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Prospector Brewing Services,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Panama City Brewery & Café,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Orlando Brewing Partners, Inc.",Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Orange Blossom Pilsner, LLC",ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Olympus Brews,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
New World Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Native Brewing Co.,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Monkey King Brewery & Floribbean,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Mill Bakery, Eatery & Brewery (Winter Park)",Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Mill Bakery, Eatery & Brewery (Orlando)",Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Mill Bakery, Eatery & Brewery (Fort Myers)",Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Miami Brewing Company,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
McGuire's Irish Pub & Brewery (#2),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
McGuire's Irish Pub & Brewery (#1),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Market Street Pub,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Little Giant Brewery,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Killian Bayer Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Key West Overseas Brewery,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Kelly's Caribbean Bar, Grill & Brewery",Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Jupiter Brewing Co.,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Irish Times Pub & Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Indian River Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Independence Restaurant & Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of West Palm Beach,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of St. Pete,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Sanford,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Port Richey,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Pompano Beach,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Pembroke Pines,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Orange Park,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Ocala,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of North Tampa,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Fort Meyers,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Florida Mall,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Falls Mall,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Coral Springs,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Boynton Beach,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of Altamonte Springs,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops of  Gainesville,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar of Mandarin,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar C/O Bryan Harris,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar (Tampa #2),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar (Tampa #1),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar (Palm Harbor),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar (Lakeland),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar (Clearwater),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hops Grill & Bar (Bradenton),Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hoppers Brooker Creek Grille & Taproom,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Hammerhead Brewing Company,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Gordon Biersch Brewery Restaurant - Miami,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Gator Lager Beer, Inc.",Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
G.T. Vito's,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Flying Aces Brewing Co.,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Florida Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
"Florida Brewery, Inc.",RegionalBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Firehouse Brewing Company,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Dunedin Brewery,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Duncan Brewing Co.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Don Gambrinu's Brewpub Inc.,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Del Sol Brewing Company,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
D. G. Yuengling & Son Inc.,RegionalBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Cocoa Beach Brewing Co,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Clevelander Brewery,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Cigar City Brewing Co,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Charlie & Jake's Brewery & BBQ,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Cafe & Brewpub on the Square,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Buckhead Brewery & Grill,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Brooker Creek Grille & Tap Room,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Brewzzi City Place,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Brewzzi,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Brewmasters,BOP-BrewOnPremise,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Brautech Brewing Company,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Bootie Beer Company,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Blue Anchor Pub,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Big River Grille & Brewing Works - Disney World,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Big Bear Brewing Co,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Beach Brewing Company,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Anheuser-Busch Inc.,Microbrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
Abbey Brewing Company,ContractBrewery,Florida,99,69,19.0,2.0,8.0,0.0,1.0
A1A Aleworks,Brewpub,Florida,99,69,19.0,2.0,8.0,0.0,1.0
US Border Brewery Cantina,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Twains Billiards and Tap,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Texas Cattle Co. Border Grille & Brewery (#2),Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Texas Cattle Co. Border Grille & Brewery,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Terrapin Beer Co,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Sweet Water Brewing Company ,RegionalBrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Stone Mountain Brewers,ContractBrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
St. Simons Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Rome Street Tavern and Grill,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Rock Bottom Brewery-(GB),Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Rainbow Ridge Brewing Company,ContractBrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Phoenix Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Park Tavern Brewery,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Oglethorpe Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
New River Brewing Co,ContractBrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Moon River Brewing Co,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Miller Brewing Co - Albany,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Max Lagers ,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Max Lagers ,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Marthasville Brewing Company,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
John Harvard's Brewhouse (#3),Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
John Harvard's Brewhouse (#2),Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Jailhouse Brewing Co,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Iron Horse Brewing Co,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Gordon Biersch Brewery Restaurant,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Georgia Brewing Co.,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Friends Brewing Co.,ContractBrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Dogwood Brewing Co.,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
David & Mark Brewing Co.,ContractBrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Dahlonega Brewing Co./ Carusos Italian Restaurant,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Copper Creek Brewing Company,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
"Cannon Brewpub, The",Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Buckhead Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Buckhead Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Buckhead Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Buckhead Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Blind Man Ales,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Black Bear Brewing Co.,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Atlanta Brewing Co,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Atlanta Brewing Co,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Atlanta BeerGarten,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Athens Brewing Co.,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
Anheuser-Busch Inc. - Catersville,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
5 Seasons Brewing Co - Westside,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
5 Seasons Brewing Co - Westside,Microbrewery,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
5 Seasons Brewing Co - Sandy Springs,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
5 Seasons Brewing Co - North,Brewpub,Georgia,47,27,14.0,1.0,5.0,0.0,0.0
"Sam Choy's Breakfast, Lunch & Crabs",Brewpub,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Royal Hawaiian Brewing Co,Microbrewery,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Menehune Brewing Co.,Microbrewery,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Mehana Brewing Co.,Microbrewery,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Maui Brewing Co.,Brewpub,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Maui Brewing Co - Production Facility,Microbrewery,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Maui Beer Co.,ContractBrewery,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Kona Brewing Company,Microbrewery,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Gordon Biersch Brewery (#5),Brewpub,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Big Aloha Brewery (Sam Choy's),Brewpub,Hawaii,10,4,5.0,0.0,1.0,0.0,0.0
Twin Falls Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Treaty Grounds Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Thunder Mountain Brewing Co.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
The Beier Brewing Co.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Table Rock Brewpub & Grill (pub),Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Sun Valley Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Star Garnet Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Sockeye Brewing Co,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
River Bend Brewing,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
RAM/Big Horn Brewery - Boise,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Portneuf Valley Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Pend Oreille Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Otto Brothers' Brewing Company #3,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
MJ Barleyhoppers Brewery & Sports Pub,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
MickDuffs Brewing Co,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
McCall Brewing Co.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Laughing Dog Brewing,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Idaho Brewing Co.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Highlands Hollow Brewhouse,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Grand Teton Brewing Co.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Gem State Brewing,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Falls Brewing Co.,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Eagle Brewing Co. Inc.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Dunken's Draught House,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Couer d'Alene Brewing Company,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Coeur D'Alene Brewing Co.,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Brownstone Brewhouse & Restaurant,Microbrewery,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Bertrams Salmon Valley Brewery,Brewpub,Idaho,28,15,13.0,0.0,0.0,0.0,0.0
Two Brothers Brewing Company,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Todds Beer Inc.,ContractBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
The Lucky Monk - Formerly Brass Restaurant & Brewery,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Taylor Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Taylor Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Stockholms Vardshus,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
State Street Brewing,ContractBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Star Union Brewing Company,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Slopeside Brewing Co.,ContractBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Rock Bottom Brewery (#7),Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Rock Bottom Brewery - Yorktown,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Rock Bottom Brewery - Warrenville,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Robins Beak Brewery and Bistro,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
RJ's Ginseng,ContractBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
River West Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Revolution Brewing,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Ram/Big Horn Brewery - Wheeling,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Ram/Big Horn Brewery - Schaumburg,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Prairie Rock Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Piece Brewery,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Peter Hand Brewing Co.,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Pavichevich Brewing Co.,RegionalBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Pabst Brewing Co (Corp Office),ContractBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
"Onion Pub and Brewing Co, The",Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
O'Griffs Irish Pub Grill & Brewhouse,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
O'Grady's Brewery & Pub,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
O'Fallon Brewing Co.,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Mississippi Delta Microbrewery,ContractBrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Mill Rose Brewing Company,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Mickey Finn's Brewery,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Metropolitan Brewing Co.,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Metropolitan Brewing Co,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
M T Barrels,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Lunar Brewing Co,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Libertyville Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Kingston Inn Restaurant,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
JW Plateks Brewery,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
John S Rhodell Brewery,BOP-BrewOnPremise,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Joe's Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
J.D. Nick's,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Illinois Brewing Co.,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Harrisons Restaurant  & Brewery,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Half Acre Beer Co,Microbrewery,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Granite City Food and Brewery (#19),Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Govnor's Public House,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Gordon Biersch Brewery Restaurant - Bolingbrook,Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
Goose Island Brewing Co. (#3),Brewpub,Illinois,74,48,16.0,1.0,8.0,0.0,1.0
