HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,fmat,Malematurity,diffmalefemalematurity,Gestation,Weaning,LitterClutchsize,LittersClutchesperyear,InterlitterInterbirthinterval,Birthweight,Weaningweight,Adultweight,Growthrate,Maximumlongevity,Source,Specimenorigin,Samplesize,Dataquality,IMR,MRDT,Metabolicrate,Bodymass,Temperature,References
3118,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.laticauda,Broad-tailed day gecko,,,0,,,,,,,,,,8.7,485,captivity,medium,acceptable,,,,,,485
3119,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.lineata,Striped day gecko,,,0,,,,,,,,,,10,451,captivity,small,acceptable,,,,,,"451,457"
3120,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.madagascariensis,Madagascar day gecko,,,0,,,,,,,,,,13.6,451,captivity,large,acceptable,,,,,,451
3121,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,standingi,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.standingi,Standing's day gecko,,,0,,,,,,,,,,9.6,451,captivity,medium,acceptable,,,,,,451
3122,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.sundbergi,Seychelles giant day gecko,,,0,,,,,,,,,,15.9,451,captivity,small,acceptable,,,,,,451
3123,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Woodworthia,maculatus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Woodworthia.maculatus,Gray gecko,,,0,,,,,,,,,,37,451,captivity,medium,acceptable,,,,,,"451,581"
3124,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,horridum,Animalia.Chordata.Reptilia.Squamata.Helodermatidae.Heloderma.horridum,Beaded lizard,,,0,,,,,,,,,,34.4,451,captivity,medium,acceptable,,,,,,451
3125,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Animalia.Chordata.Reptilia.Squamata.Helodermatidae.Heloderma.suspectum,Gila monster,,,0,,,,,,,,,,28.9,451,captivity,large,acceptable,,,,,,451
3126,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,tentaculatum,Animalia.Chordata.Reptilia.Squamata.Homalopsidae.Erpeton.tentaculatum,East Indian tentacled snake,,,0,,,,,,,,,,13.6,451,captivity,medium,acceptable,,,,,,451
3127,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Myrrophis,chinensis,Animalia.Chordata.Reptilia.Squamata.Homalopsidae.Myrrophis.chinensis,Chinese water snake,,,0,,,,,,,,,,4.2,485,captivity,small,acceptable,,,,,,485
3128,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,cristatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Amblyrhynchus.cristatus,Marine iguana,,,0,,,,,,,,,,6.4,485,captivity,small,acceptable,,,,,,485
3129,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Brachylophus,fasciatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Brachylophus.fasciatus,Fiji banded iguana,,,0,,,,,,,,,,5.9,451,captivity,medium,acceptable,,,,,,451
3130,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,pallidus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Conolophus.pallidus,Santa Fe land iguana,,,0,,,,,,,,,,17.1,485,captivity,small,acceptable,,,,,,485
3131,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,subcristatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Conolophus.subcristatus,Galapagos land iguana,,,0,,,,,,,,,,,,unknown,small,low,,,,,,1
3132,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,bakeri,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.bakeri,Baker's spinytail iguana,,,0,,,,,,,,,,13.8,451,captivity,medium,acceptable,,,,,,451
3133,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,hemilopha,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.hemilopha,Cape spinytail iguana,,,0,,,,,,,,,,9.6,485,captivity,small,acceptable,,,,,,485
3134,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,palearis,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.palearis,Honduran dwarf spiny-tailed iguana,,,0,,,,,,,,,,10.2,451,captivity,tiny,acceptable,,,,,,451
3135,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,pectinata,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.pectinata,Western spiny-tailed iguana,,,0,,,,,,,,,,8.2,485,captivity,small,acceptable,,,,,,485
3136,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,similis,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.similis,Black iguana,,,0,,,,,,,,,,22.4,451,captivity,small,acceptable,,,,,,451
3137,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cornuta,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.cornuta,Rhinoceros iguana,,,0,,,,,,,,,,22.9,451,captivity,medium,acceptable,,,,,,451
3138,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cychlura,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.cychlura,Andros island iguana,,,0,,,,,,,,,,23.4,485,captivity,small,acceptable,,,,,,485
3139,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,nubila,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.nubila,Cayman rock iguana,,,0,,,,,,,,,,47.6,451,captivity,medium,acceptable,,,,,,451
3140,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,rileyi,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.rileyi,White cay ground iguana,,,0,,,,,,,,,,,,unknown,tiny,low,,,,,,451
3141,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Dipsosaurus.dorsalis,Desert iguana,,,0,,,,,,,,69.5,,14.6,485,captivity,medium,acceptable,,,0.0441,69.5,305.5,"37,485"
3142,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Iguana.iguana,Common green iguana,1640,1640,0,,,,,,,,,,19.8,451,captivity,large,acceptable,,,,,,"379,451,527"
3143,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,ater,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sauromalus.ater,Northern chuckwalla,,,0,,,,,,,,,,9.3,451,captivity,small,acceptable,,,,,,451
3144,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,hispidus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sauromalus.hispidus,Spiny chuckwalla,,,0,,,,,,,,,,17.2,451,captivity,small,acceptable,,,,,,451
3145,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,varius,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sauromalus.varius,Piebald chuckwalla,,,0,,,,,,,,,,11.3,451,captivity,medium,acceptable,,,,,,451
3146,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,magister,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.magister,Desert spiny lizard,,,0,,,,,,,,,,5.9,451,captivity,medium,acceptable,,,,,,451
3147,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.poinsettii,Crevice spiny lizard,,,0,,,,,,,,,,8,451,captivity,small,acceptable,,,,,,451
3148,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.serrifer,Blue spiny lizard,,,0,,,,,,,,,,6.7,451,captivity,large,acceptable,,,,,,451
3149,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,undulatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.undulatus,Fence lizard,1095,1095,0,,,,,,,,,,,,unknown,small,low,,,,,,"19,528,641"
3150,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,galloti,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Gallotia.galloti,Gallot's Canary Island lizard,,,0,,,,,,,,,,5.6,582,captivity,small,acceptable,,,,,,582
3151,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,simonyi,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Gallotia.simonyi,Simony's Canary Island lizard,,,0,,,,,,,,,,5.4,582,captivity,small,acceptable,,,,,,582
3152,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,viridis,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Lacerta.viridis,European green lizard,,,0,,,,,,,,21.5,,10,527,unknown,medium,acceptable,,,0.00337,15.7,293.83,"37,527"
3153,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,vivipara,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Lacerta.vivipara,Viviparous lizard,730,365,-365,,,,,,,,,,11,1075,wild,large,acceptable,,,,,,"1,075,107,611,431,150"
3154,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,muralis,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Podarcis.muralis,Common wall lizard,,,0,,,,,,,,,,10,527,unknown,medium,acceptable,,,,,,527
3155,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Teira,dugesii,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Teira.dugesii,Madeira wall lizard,,,0,,,,,,,,,,4.8,582,captivity,small,acceptable,,,,,,582
3156,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Timon.lepidus,Jeweled lizard,912,912,0,,,,,,,,,,17,527,unknown,medium,acceptable,,,,,,527
3157,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,carinatus,Animalia.Chordata.Reptilia.Squamata.Leiocephalidae.Leiocephalus.carinatus,Northern curly-tailed lizard,,,0,,,,,,,,,,10.8,485,captivity,small,acceptable,,,,,,485
3158,Animalia,Chordata,Reptilia,Squamata,Loxocemidae,Loxocemus,bicolor,Animalia.Chordata.Reptilia.Squamata.Loxocemidae.Loxocemus.bicolor,Mexican burrowing python,,,0,,,,,,,,,,32.8,485,captivity,medium,acceptable,,,,,,485
3159,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cuvieri,Animalia.Chordata.Reptilia.Squamata.Opluridae.Oplurus.cuvieri,Cuvier's Madagascar swift,,,0,,,,,,,,,,21.2,"Rob Coke, pers. comm.",captivity,small,acceptable,,,,,,
3160,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cyclurus,Animalia.Chordata.Reptilia.Squamata.Opluridae.Oplurus.cyclurus,Merrem's Madagascar swift,,,0,,,,,,,,,,9.3,485,captivity,small,acceptable,,,,,,485
3161,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,notata,Animalia.Chordata.Reptilia.Squamata.Phrynosomatidae.Uma.notata,Colorado desert fringe-toed lizard,,,0,,,,,,,,,,8.1,451,captivity,small,acceptable,,,,,,451
3162,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,hasselquistii,Animalia.Chordata.Reptilia.Squamata.Phyllodactylidae.Ptyodactylus.hasselquistii,Fan-footed gecko,,,0,,,,,,,,,,10.9,451,captivity,small,acceptable,,,,,,451
3163,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,Animalia.Chordata.Reptilia.Squamata.Phyllodactylidae.Tarentola.annularis,Ringed wall gecko,,,0,,,,,,,,,,11.8,451,captivity,medium,acceptable,,,,,,451
3164,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,mauritanica,Animalia.Chordata.Reptilia.Squamata.Phyllodactylidae.Tarentola.mauritanica,Common wall gecko,,,0,,,,,,,,,,14,451,captivity,medium,acceptable,,,,,,451
3165,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,childreni,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Antaresia.childreni,Children's python,,,0,,,,,,,,,,25.7,451,captivity,medium,acceptable,,,,,,451
3166,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,melanocephalus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Aspidites.melanocephalus,Black-headed python,,,0,,,,,,,,,,22.6,451,captivity,medium,acceptable,,,,,,451
3167,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Bothrochilus,boa,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Bothrochilus.boa,Bismarck ringed python,,,0,,,,,,,,,,22.2,451,captivity,small,acceptable,,,,,,451
3168,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Leiopython,albertisii,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Leiopython.albertisii,D'albert's python,,,0,,,,,,,,,,18,451,captivity,small,acceptable,,,,,,451
3169,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,fuscus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Liasis.fuscus,Brown water python,,,0,,,,,,,,,,26.8,485,captivity,small,acceptable,,,,,,"4,858,761,143"
3170,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,mackloti,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Liasis.mackloti,Macklot's python,,,0,,,,,,,,,,17.4,451,captivity,medium,acceptable,,,,,,451
3171,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,amethistina,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.amethistina,Scrub python,,,0,,,,,,,,,,13.8,485,captivity,medium,acceptable,,,,,,485
3172,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,boeleni,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.boeleni,Boelen's python,,,0,,,,,,,,,,20.1,485,captivity,medium,acceptable,,,,,,485
3173,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,spilota,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.spilota,Carpet python,,,0,,,,,,,,,,19.6,485,captivity,medium,acceptable,,,,,,485
3174,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,viridis,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.viridis,Green tree python,,,0,,,,,,,,,,20.6,451,captivity,large,acceptable,,,,,,451
3175,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,curtus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.curtus,Short-tailed python,,,0,,,,,,,,,,27.8,485,captivity,medium,acceptable,,,,,,485
3176,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.molurus,Indian python,1095,1095,0,100,,40,,,,,12370,,34.2,485,captivity,large,acceptable,,,1.2661,12370,303,"37,448,485"
3177,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.regius,Ball python,1825,1825,0,77,,7,,,,,,,47.5,451,captivity,large,acceptable,,,,,,"448,451"
3178,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,reticulatus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.reticulatus,Reticulated python,,,0,,,,,,,,32000,,29.4,451,captivity,medium,acceptable,,,2.7349,32000,297.5,"37,451"
3179,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,sebae,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.sebae,African python,,,0,,,,,,,,,,27.3,485,captivity,medium,acceptable,,,,,,485
3180,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,timoriensis,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.timoriensis,Timor python,,,0,,,,,,,,,,20.5,485,captivity,medium,acceptable,,,,,,485
3181,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Acrantophis,dumerili,Animalia.Chordata.Reptilia.Squamata.Sanziniidae.Acrantophis.dumerili,Dumeril's ground boa,,,0,,,,,,,,,,26,451,captivity,small,acceptable,,,,,,451
3182,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Acrantophis,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Sanziniidae.Acrantophis.madagascariensis,Madagascar boa,,,0,,,,,,,,,,28.4,451,captivity,small,acceptable,,,,,,451
3183,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Sanzinia,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Sanziniidae.Sanzinia.madagascariensis,Madagascar tree boa,,,0,,,,,,,,,,21.8,451,captivity,small,acceptable,,,,,,451
3184,Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,ocellatus,Animalia.Chordata.Reptilia.Squamata.Scincidae.Chalcides.ocellatus,Palaearctic eyed skink,,,0,,,,,,,,,,14,451,captivity,large,acceptable,,,,,,451
3185,Animalia,Chordata,Reptilia,Squamata,Scincidae,Corucia,zebrata,Animalia.Chordata.Reptilia.Squamata.Scincidae.Corucia.zebrata,Solomon Island skink,,,0,,,,,,,,,,24.3,451,captivity,medium,acceptable,,,,,,451
3186,Animalia,Chordata,Reptilia,Squamata,Scincidae,Cyclodina,macgregori,Animalia.Chordata.Reptilia.Squamata.Scincidae.Cyclodina.macgregori,Mcgregor's skink,,,0,,,,,,,,,,20,451,captivity,small,acceptable,,,,,,451
3187,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,cunninghami,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.cunninghami,Cunningham's skink,,,0,,,,,,,,,,26.5,451,captivity,medium,acceptable,,,,,,451
3188,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,hosmeri,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.hosmeri,Hosmer's skink,,,0,,,,,,,,,,24.5,451,captivity,medium,acceptable,,,,,,451
3189,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,luctuosa,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.luctuosa,Mourning skink,,,0,,,,,,,,,,18.2,451,captivity,small,acceptable,,,,,,451
3190,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,major,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.major,Land mullet,,,0,,,,,,,,,,10.8,485,captivity,small,questionable,,,,,,485
3191,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,stokesii,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.stokesii,Gidgee skink,,,0,,,,,,,,,,18.2,451,captivity,medium,acceptable,,,,,,451
3192,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,algeriensis,Animalia.Chordata.Reptilia.Squamata.Scincidae.Eumeces.algeriensis,Algerian skink,,,0,,,,,,,,,,22.8,451,captivity,small,acceptable,,,,,,451
3193,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,laticeps,Animalia.Chordata.Reptilia.Squamata.Scincidae.Eumeces.laticeps,Broadhead skink,,,0,,,,,,,,,,7.7,451,captivity,small,acceptable,,,,,,451
3194,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,obsoletus,Animalia.Chordata.Reptilia.Squamata.Scincidae.Eumeces.obsoletus,Great Plains skink,,,0,,,,,,,,30,,7.3,451,captivity,small,acceptable,,,0.0206,30,300.5,"37,451"
3195,Animalia,Chordata,Reptilia,Squamata,Scincidae,Hemisphaeriodon,gerrardii,Animalia.Chordata.Reptilia.Squamata.Scincidae.Hemisphaeriodon.gerrardii,Pink-tongued skink,,,0,,,,,,,,,,12.9,451,captivity,small,acceptable,,,,,,451
3196,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,grande,Animalia.Chordata.Reptilia.Squamata.Scincidae.Oligosoma.grande,Grand skink,,,0,,,,,,,,,,,,unknown,small,low,,,,,,451
3197,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,otagense,Animalia.Chordata.Reptilia.Squamata.Scincidae.Oligosoma.otagense,Otago skink,,,0,,,,,,,,,,44,451,captivity,small,acceptable,,,,,,451
3198,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,gigas,Animalia.Chordata.Reptilia.Squamata.Scincidae.Tiliqua.gigas,Great moluccan skink,,,0,,,,,,,,,,17.3,451,captivity,medium,acceptable,,,,,,451
3199,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,nigrolutea,Animalia.Chordata.Reptilia.Squamata.Scincidae.Tiliqua.nigrolutea,Australian black and yellow skink,,,0,,,,,,,,,,11.5,582,captivity,small,acceptable,,,,,,582
3200,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,scincoides,Animalia.Chordata.Reptilia.Squamata.Scincidae.Tiliqua.scincoides,Australian blue-tongued lizard,,,0,,,10,,,14,,493,,26.6,451,captivity,large,acceptable,,,0.2127,493,303,"37,448,451"
3201,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachydosaurus,rugosus,Animalia.Chordata.Reptilia.Squamata.Scincidae.Trachydosaurus.rugosus,Shingleback skink,,,0,,,,,,,,,,20.9,485,captivity,small,acceptable,,,,,,485
3202,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Gonatodes,albogularis,Animalia.Chordata.Reptilia.Squamata.Sphaerodactylidae.Gonatodes.albogularis,Yellowhead gecko,,,0,,,,,,,,,,5.6,451,captivity,small,acceptable,,,,,,451
3203,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus,scincus,Animalia.Chordata.Reptilia.Squamata.Sphaerodactylidae.Teratoscincus.scincus,Common wonder gecko,,,0,,,,,,,,,,12.6,451,captivity,medium,acceptable,,,,,,451
3204,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,ameiva,Animalia.Chordata.Reptilia.Squamata.Teiidae.Ameiva.ameiva,Giant ameiva,,,0,,,,,,,,,,4.6,451,captivity,small,acceptable,,,,,,451
3205,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,sexlineatus,Animalia.Chordata.Reptilia.Squamata.Teiidae.Cnemidophorus.sexlineatus,Six-lined racerunner,,,0,,,,,,,,,,6,528,unknown,medium,acceptable,,,,,,528
3206,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,Animalia.Chordata.Reptilia.Squamata.Teiidae.Cnemidophorus.tigris,Western whiptail,,,0,,,,,,,,18,,7.8,1,wild,medium,acceptable,,,0.017,18,304.25,"1,37"
3207,Animalia,Chordata,Reptilia,Squamata,Teiidae,Dracaena,guianensis,Animalia.Chordata.Reptilia.Squamata.Teiidae.Dracaena.guianensis,Guyana caiman lizard,,,0,,,,,,,,,,9.3,485,captivity,small,acceptable,,,,,,485
3208,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,rufescens,Animalia.Chordata.Reptilia.Squamata.Teiidae.Tupinambis.rufescens,Red tegu,,,0,,,,,,,,,,10.8,451,captivity,small,acceptable,,,,,,451
3209,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,teguixin,Animalia.Chordata.Reptilia.Squamata.Teiidae.Tupinambis.teguixin,Columbian tegu,,,0,,,,,,,,,,16.1,451,captivity,medium,acceptable,,,,,,451
3210,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,canus,Animalia.Chordata.Reptilia.Squamata.Tropidophiidae.Tropidophis.canus,Dwarf boa,,,0,,,,,,,,,,16.1,485,captivity,small,acceptable,,,,,,485
3211,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,caymanensis,Animalia.Chordata.Reptilia.Squamata.Tropidophiidae.Tropidophis.caymanensis,Cayman islands dwarf boa,,,0,,,,,,,,,,25.9,451,captivity,small,acceptable,,,,,,451
3212,Animalia,Chordata,Reptilia,Squamata,Tropidophiidae,Tropidophis,haetianus,Animalia.Chordata.Reptilia.Squamata.Tropidophiidae.Tropidophis.haetianus,Haitian dwarf boa,,,0,,,,,,,,,,15.3,485,captivity,tiny,acceptable,,,,,,485
3213,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,bengalensis,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.bengalensis,Bengal monitor,,,0,,,,,,,,,,11.2,451,captivity,small,acceptable,,,,,,451
3214,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,dumerilii,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.dumerilii,Dumeril's monitor,,,0,,,,,,,,,,10.7,451,captivity,small,acceptable,,,,,,"4,511,215"
3215,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,exanthematicus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.exanthematicus,Bosc's monitor and Savannah monitor,,,0,,,,,,,,35500,,12.7,485,captivity,medium,acceptable,,,,,,485
3216,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,giganteus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.giganteus,Perentie,,,0,,,,,,,,,,19.7,485,captivity,small,acceptable,,,,,,485
3217,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,gouldii,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.gouldii,Sand monitor,,,0,,,,,,,,,,18.3,485,captivity,medium,acceptable,,,,,,485
3218,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,griseus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.griseus,Desert monitor,,,0,,,,,,,,,,17,451,captivity,small,acceptable,,,,,,451
3219,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,indicus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.indicus,Indian monitor lizard and Indian monitor,,,0,,,,,,,,,,17.4,485,captivity,medium,acceptable,,,,,,485
3220,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,komodoensis,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.komodoensis,Komodo dragon,1825,1825,0,49,,22,,,100,,87000,,62,1100,wild,medium,questionable,,,,,,"4,481,100"
3221,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,mertensi,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.mertensi,Merten's water monitor,,,0,,,,,,,,,,20.3,485,captivity,medium,acceptable,,,,,,485
3222,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,niloticus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.niloticus,Nile monitor,,,0,,,,,,,,,,14.6,451,captivity,medium,acceptable,,,,,,451
3223,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,olivaceus,Animalia.Chordata.Reptilia.Squamata.Varanidae.Varanus.olivaceus,Gray's monitor lizard,,,0,,,,,,,,,,15.2,451,captivity,small,acceptable,,,,,,"4,511,215"
